ingestion_year,ingestion_month,ingestion_day,id_sistema_cliente,macroactivo,cod_activo,aba,cod_perfil_riesgo,cod_banca,year,month
2024,1,8,10032184607,FICs,1019,76320.54,1468,PN,2024,1
2024,3,28,10041560001,Renta Variable,1004,1037500,1466,PN,2024,3
2024,4,22,10032184607,Renta Variable,1002,12240000,1468,PN,2024,4
2024,3,18,1.00105E+12,Renta Variable,1004,2210000,1466,PN,2024,3
2024,2,1,10020203023,FICs,1010,150945708.4,1468,PR,2024,2
2024,3,22,10020203023,FICs,None,396030846,1468,PR,2024,3
2023,12,12,10014876058,Renta Variable,1012,7176500,1466,PN,2023,12
2024,5,9,10039616197,Renta Variable,1012,15908480,1466,PN,2024,5
2024,1,8,10079142847,Renta Variable,1017,2325000,1468,PF,2024,1
2024,4,19,1.00114E+12,FICs,10007,10471.88,1468,PN,2024,4
2023,11,30,10039553126,FICs,1018,619051.17,1466,PN,2023,11
2024,1,24,10020203023,Renta Fija,1001,669123000,1468,PR,2024,1
2024,1,25,10039616197,Renta Variable,1012,14195520,1466,PN,2024,1
2024,2,13,10032184607,Renta Variable,1002,9480000,1468,PN,2024,2
2024,3,4,1.00114E+12,FICs,10007,10377.54,1468,PN,2024,3
2024,3,4,10026419826,Renta Variable,1005,90535,1466,PN,2024,3
2024,5,2,1.0089E+11,FICs,1008,22410807.12,1468,PR,2024,5
2024,4,12,10020203023,FICs,None,382123981.1,1468,PR,2024,4
2024,4,30,10038643094,Renta Variable,1005,95300,1466,PN,2024,4
2024,3,1,10020203023,Renta Fija,1000,368688600,1468,PR,2024,3
2024,4,29,10020203023,FICs,1019,121808175.4,1468,PR,2024,4
2024,5,2,10032184607,Renta Variable,1016,6304200,1468,PN,2024,5
2024,1,23,10079142847,Renta Variable,1004,3365790,1468,PF,2024,1
2024,5,3,1.00101E+12,FICs,10007,30988529.66,1468,PN,2024,5
2024,4,18,1.009E+11,FICs,10007,490875583.9,1467,PF,2024,4
2024,1,23,10020203023,FICs,10007,11881380.31,1468,PR,2024,1
2023,12,1,1.009E+11,FICs,1019,21390958.07,1467,PF,2023,12
2024,2,1,10039616197,Renta Variable,1005,101018,1466,PN,2024,2
2024,3,18,10021382511,Renta Variable,1004,2210000,1466,PN,2024,3
2024,4,10,10032184607,Renta Variable,1011,9285860,1468,PN,2024,4
2024,3,19,10079414250,Renta Variable,1004,1050000,1466,PN,2024,3
2024,2,23,10079414250,Renta Variable,1004,1170000,1466,PN,2024,2
2024,4,19,10071747544,FICs,10007,372029.22,1469,PN,2024,4
2024,2,16,1004870235,Renta Variable,1004,7530250,1469,PN,2024,2
2024,5,9,10038643094,Renta Variable,1005,95300,1466,PN,2024,5
2024,5,1,1.0089E+11,FICs,1008,22392827.17,1468,PR,2024,5
2024,2,20,1.0089E+11,FICs,1008,22206156.03,1468,PR,2024,2
2024,1,29,1004870235,Renta Variable,1004,7944000,1469,PN,2024,1
2024,5,10,10036346714,Renta Variable,1004,1140000,1466,PN,2024,5
2024,1,15,10020203023,FICs,1019,113959205,1468,PR,2024,1
2024,5,6,10079142847,Renta Variable,1004,3358360,1468,PF,2024,5
2024,4,1,10098522488,Renta Variable,1004,3112500,1466,PN,2024,4
2023,12,21,10020203023,FICs,1008,151545411.2,1468,PR,2023,12
2024,3,22,10032184607,Renta Variable,None,4628700,1468,PN,2024,3
2024,2,14,1.0083E+11,Renta Variable,1005,168328,1466,PY,2024,2
2024,4,15,10036346714,Renta Variable,1004,1120000,1466,PN,2024,4
2023,12,7,10014876058,Renta Variable,1012,7083900,1466,PN,2023,12
2024,3,7,1.00114E+12,FICs,10007,10390.99,1468,PN,2024,3
2023,12,20,10039616197,Renta Variable,1004,2370000,1466,PN,2023,12
2024,3,7,10032184607,Renta Variable,1002,11595000,1468,PN,2024,3
2024,2,13,10039616197,Renta Variable,1005,101018,1466,PN,2024,2
2023,12,4,10032184607,Renta Variable,1022,5233011.12,1468,PN,2023,12
2023,12,5,10020203023,Renta Fija,1000,425819200,1468,PR,2023,12
2024,3,11,10039553126,FICs,1018,650301.84,1466,PN,2024,3
2024,5,1,10032184607,Renta Variable,1011,9767400,1468,PN,2024,5
2024,4,22,1.00114E+12,Renta Variable,1004,2240000,1466,PN,2024,4
2024,3,15,10032184607,Renta Variable,1015,6450000,1468,PN,2024,3
2024,4,30,10079142847,Renta Variable,1017,3648700,1468,PF,2024,4
2024,3,8,10032184607,Renta Variable,1011,7946000,1468,PN,2024,3
2024,3,14,1.008E+11,FICs,1019,317630475.5,1467,PY,2024,3
2024,1,16,10021382511,Renta Variable,1004,2375000,1466,PN,2024,1
2024,1,4,10032184607,Renta Variable,1014,6666000,1468,PN,2024,1
2024,4,18,10032184607,Renta Variable,1015,7140000,1468,PN,2024,4
2023,12,1,1004870235,Renta Variable,1004,8341200,1469,PN,2023,12
2024,2,9,1.00114E+12,FICs,10007,10297.04,1468,PN,2024,2
2024,4,24,1.00114E+12,FICs,10007,10493.42,1468,PN,2024,4
2024,1,23,10039538018,FICs,10007,330997.09,1468,PN,2024,1
2024,2,19,10020203023,FICs,1020,64365875.2,1468,PR,2024,2
2024,5,2,10014876058,Renta Variable,1012,8380300,1466,PN,2024,5
2024,4,29,10026419826,Renta Variable,1005,95300,1466,PN,2024,4
2024,1,3,10038643094,FICs,10007,282635.62,1466,PN,2024,1
2024,4,23,1.009E+11,FICs,1019,22314973.64,1467,PF,2024,4
2024,2,7,1.00109E+12,FICs,10007,1725.93,1468,PN,2024,2
2024,4,29,1.00902E+11,FICs,1019,1066899010,1467,PF,2024,4
2024,4,29,10014876058,Renta Variable,1012,8361780,1466,PN,2024,4
2024,4,10,10039616197,Renta Variable,1005,90535,1466,PN,2024,4
2024,3,26,1004870235,Renta Variable,1004,7000650,1469,PN,2024,3
2024,4,25,1.00114E+12,FICs,10007,10498.77,1468,PN,2024,4
2024,4,24,1.0089E+11,FICs,1019,148731876.5,1468,PR,2024,4
2024,1,26,1.00101E+12,FICs,10007,29617003.62,1468,PN,2024,1
2024,3,1,10020203023,FICs,1020,64640538,1468,PR,2024,3
2024,2,9,10039616197,Renta Variable,1005,101018,1466,PN,2024,2
2024,3,18,10032184607,Renta Variable,None,4567650,1468,PN,2024,3
2024,2,6,10032184607,Renta Variable,1014,6947600,1468,PN,2024,2
2024,3,28,1.00103E+12,Renta Variable,1004,1037500,1468,PN,2024,3
2024,3,14,1.009E+11,FICs,1019,22119504.17,1467,PF,2024,3
2024,2,15,1.009E+11,FICs,1019,21934838.15,1467,PF,2024,2
2024,2,14,1.009E+11,FICs,1019,21926080.05,1467,PF,2024,2
2024,3,29,10071747544,FICs,10007,371367.59,1469,PN,2024,3
2023,12,1,1.00109E+12,FICs,10007,1682.51,1468,PN,2023,12
2024,4,23,10039616197,Renta Variable,1012,15348800,1466,PN,2024,4
2024,3,5,1.00109E+12,FICs,10007,1741.51,1468,PN,2024,3
2023,11,28,10032184607,Renta Variable,1022,5233011.12,1468,PN,2023,11
2024,1,31,10039616197,Renta Variable,1012,14246400,1466,PN,2024,1
2023,11,29,10071747544,FICs,10007,599588.45,1469,PN,2023,11
2024,1,23,1.00902E+11,FICs,1019,1040347415,1467,PF,2024,1
2024,2,13,10020203023,Renta Fija,1000,366637400,1468,PR,2024,2
2023,12,15,10020203023,FICs,1020,63013509.12,1468,PR,2023,12
2024,2,15,1.00105E+12,Renta Variable,1004,2275000,1466,PN,2024,2
2024,1,31,1.009E+11,FICs,10007,957770735.5,1467,PF,2024,1
2024,3,13,10026419826,Renta Variable,1005,90535,1466,PN,2024,3
2024,3,4,10039616197,Renta Variable,1005,90535,1466,PN,2024,3
2024,4,2,10020203023,FICs,None,382126024.8,1468,PR,2024,4
2024,1,2,10036346714,Renta Variable,1004,1170000,1466,PN,2024,1
2024,2,20,10020203023,FICs,None,410342444.7,1468,PR,2024,2
2024,1,4,10032184607,FICs,1019,76208.75,1468,PN,2024,1
2024,1,16,10071747544,FICs,10007,612739.65,1469,PN,2024,1
2023,12,11,10032184607,Renta Variable,1011,6808900,1468,PN,2023,12
2024,2,12,10032184607,Renta Variable,1015,5520000,1468,PN,2024,2
2024,2,22,1.00109E+12,FICs,10007,1735.86,1468,PN,2024,2
2024,1,29,1.0083E+11,Renta Variable,1005,171504,1466,PY,2024,1
2024,1,16,10039538018,FICs,10007,330549.46,1468,PN,2024,1
2023,12,4,10039616197,Renta Variable,1004,2545000,1466,PN,2023,12
2023,12,11,10032184607,Renta Variable,1014,6138000,1468,PN,2023,12
2024,3,25,10020203023,FICs,1019,140736915.6,1468,PR,2024,3
2024,4,2,10020203023,Renta Fija,1000,366452900,1468,PR,2024,4
2024,1,8,10071747544,FICs,10007,611126.42,1469,PN,2024,1
2024,2,1,10041560001,Renta Variable,1004,1167500,1466,PN,2024,2
2024,5,3,10038643094,Renta Variable,1005,95300,1466,PN,2024,5
2023,12,18,1004870235,Renta Variable,1004,7828150,1469,PN,2023,12
2024,4,4,10020203023,Renta Fija,1000,366452900,1468,PR,2024,4
2024,3,5,10032184607,Renta Variable,None,4506600,1468,PN,2024,3
2024,4,15,1.008E+11,FICs,1019,490232573.9,1467,PY,2024,4
2024,1,19,10039616197,Renta Variable,1004,2300000,1466,PN,2024,1
2024,5,3,10098522488,Renta Variable,1004,3382500,1466,PN,2024,5
2024,2,9,10032184607,Renta Variable,1016,5147100,1468,PN,2024,2
2023,12,13,10066848163,FICs,10007,2045758.99,1466,PN,2023,12
2024,1,9,10042890695,FICs,10007,33764896.06,None,PN,2024,1
2024,4,25,10020203023,Renta Fija,1000,367322020,1468,PR,2024,4
2024,1,15,10032184607,Renta Variable,1015,4900000,1468,PN,2024,1
2024,4,23,10032184607,Renta Variable,1016,6431880,1468,PN,2024,4
2024,5,9,10066848163,FICs,10007,7328564.03,1466,PN,2024,5
2024,4,29,10039616197,Renta Variable,1004,2300000,1466,PN,2024,4
2024,3,12,10036346714,Renta Variable,1004,1030000,1466,PN,2024,3
2023,11,23,10039616197,Renta Variable,1005,74810.5,1466,PN,2023,11
2023,11,28,10038643094,FICs,1018,82234333.75,1466,PN,2023,11
2024,1,26,10020203023,FICs,10007,11887581.89,1468,PR,2024,1
2024,2,9,10041560001,Renta Variable,1004,1170000,1466,PN,2024,2
2024,2,27,10039616197,Renta Variable,1012,14500800,1466,PN,2024,2
2024,2,27,10041560001,Renta Variable,1004,1170000,1466,PN,2024,2
2024,4,17,1.009E+11,FICs,10007,688130476.7,1467,PF,2024,4
2024,2,20,10079142847,Renta Variable,1004,3373220,1468,PF,2024,2
2024,5,15,1.00105E+12,Renta Variable,1004,2320000,1466,PN,2024,5
2024,4,10,10032184607,Renta Variable,1015,7470000,1468,PN,2024,4
2024,1,15,10020203023,FICs,None,473607900.2,1468,PR,2024,1
2024,5,6,10032184607,Renta Variable,1022,4020246.48,1468,PN,2024,5
2023,12,11,10032184607,Renta Variable,1022,5233011.12,1468,PN,2023,12
2024,2,15,1.009E+11,FICs,10007,1129512319,1467,PF,2024,2
2024,1,24,1.009E+11,FICs,10007,956051878.2,1467,PF,2024,1
2024,1,30,10020203023,FICs,None,446289452.3,1468,PR,2024,1
2023,12,15,10039553126,FICs,1018,624598.96,1466,PN,2023,12
2024,3,13,10021382511,Renta Variable,1004,2075000,1466,PN,2024,3
2024,3,15,10020203023,FICs,1008,156357509.6,1468,PR,2024,3
2024,3,20,1.00101E+12,FICs,10007,30744020.79,1468,PN,2024,3
2024,3,27,10038643094,Renta Variable,1005,90535,1466,PN,2024,3
2024,2,15,10032184607,Renta Variable,1015,5480000,1468,PN,2024,2
2024,4,15,1.009E+11,FICs,1019,22273986.37,1467,PF,2024,4
2024,1,31,1.00101E+12,FICs,10007,29657038,1468,PN,2024,1
2024,2,8,10066848163,FICs,10007,3007333.25,1466,PN,2024,2
2024,1,18,10039553126,FICs,1018,640530.83,1466,PN,2024,1
2024,5,10,10026419826,Renta Variable,1005,95300,1466,PN,2024,5
2024,4,17,10032184607,Renta Variable,1015,7350000,1468,PN,2024,4
2024,4,2,10032184607,Renta Variable,1002,11850000,1468,PN,2024,4
2024,2,7,1.0089E+11,FICs,1008,22088486.41,1468,PR,2024,2
2024,4,18,10039538018,FICs,10007,337983.81,1468,PN,2024,4
2023,11,23,10020203023,FICs,10007,8302039.33,1468,PR,2023,11
2023,12,7,10020203023,FICs,1009,1977264.96,1468,PR,2023,12
2024,1,5,1.009E+11,FICs,10007,950975568.3,1467,PF,2024,1
2024,4,17,10066848163,FICs,10007,3748690.7,1466,PN,2024,4
2024,5,9,10032184607,Renta Variable,1014,7330400,1468,PN,2024,5
2024,4,19,1.008E+11,FICs,1019,810742846.8,1467,PY,2024,4
2024,3,13,10039538018,FICs,10007,336058.51,1468,PN,2024,3
2024,1,9,10039616197,Renta Variable,1005,86723,1466,PN,2024,1
2024,4,4,10039553126,FICs,1018,651595.99,1466,PN,2024,4
2024,3,11,10039616197,Renta Variable,1005,90535,1466,PN,2024,3
2024,5,1,1.00101E+12,FICs,10007,30985237.42,1468,PN,2024,5
2024,2,5,10032184607,Renta Variable,1017,6392000,1468,PN,2024,2
2024,2,26,10038643094,Renta Variable,1005,101018,1466,PN,2024,2
2023,12,11,10039553126,FICs,1018,621402.01,1466,PN,2023,12
2023,11,28,1.0083E+11,Renta Variable,1005,124658,1466,PY,2023,11
2024,4,19,1.00114E+12,FICs,10007,10471.88,1468,PN,2024,4
2024,1,5,10032184607,Renta Variable,1015,4545000,1468,PN,2024,1
2024,4,8,10066848163,FICs,10007,4098455.32,1466,PN,2024,4
2024,3,7,10039616197,Renta Variable,1005,90535,1466,PN,2024,3
2023,11,23,10020203023,FICs,None,483026998.1,1468,PR,2023,11
2024,4,9,10020203023,FICs,1020,65424339.85,1468,PR,2024,4
2024,2,28,10038643094,FICs,1018,86137728.01,1466,PN,2024,2
2024,3,8,10020203023,FICs,1019,137356285,1468,PR,2024,3
2024,4,2,10039616197,Renta Variable,1012,16620800,1466,PN,2024,4
2024,1,22,1.00114E+12,FICs,10007,10249.14,1468,PN,2024,1
2024,2,9,10032184607,Renta Variable,1015,5350000,1468,PN,2024,2
2024,4,16,1.0089E+11,FICs,1008,22307035.3,1468,PR,2024,4
2024,3,4,1.00103E+12,Renta Variable,1004,1120000,1468,PN,2024,3
2024,4,3,1.0083E+11,Renta Variable,1005,150860,1466,PY,2024,4
2024,2,6,10039616197,Renta Variable,1005,101018,1466,PN,2024,2
2024,2,7,10079142847,Renta Variable,1004,3499530,1468,PF,2024,2
2024,4,17,10041560001,Renta Variable,1004,1120000,1466,PN,2024,4
2024,1,22,10039538018,FICs,10007,330841.9,1468,PN,2024,1
2023,12,4,1.009E+11,FICs,10007,392785902.1,1467,PF,2023,12
2023,11,23,1.0089E+11,FICs,1019,24637323.86,1468,PR,2023,11
2024,4,11,10038643094,FICs,10007,290423.51,1466,PN,2024,4
2024,2,29,10041560001,Renta Variable,1004,1150000,1466,PN,2024,2
2024,4,19,1.00101E+12,FICs,10007,30866906.37,1468,PN,2024,4
2024,2,9,1.00101E+12,FICs,10007,32062573.14,1468,PN,2024,2
2024,3,7,10041560001,Renta Variable,1004,1042500,1466,PN,2024,3
2024,4,4,1.00114E+12,Renta Variable,1004,2190000,1466,PN,2024,4
2024,2,15,10021382511,Renta Variable,1004,2275000,1466,PN,2024,2
2024,1,26,10066848163,FICs,10007,1801568.66,1466,PN,2024,1
2024,2,19,10039616197,Renta Variable,1012,14246400,1466,PN,2024,2
2023,11,30,10014876058,Renta Variable,1012,7019080,1466,PN,2023,11
2024,3,27,10039538018,FICs,10007,337311.66,1468,PN,2024,3
2024,3,6,1.00902E+11,FICs,1019,1052650405,1467,PF,2024,3
2024,5,2,10079142847,Renta Variable,1017,3583600,1468,PF,2024,5
2023,11,28,10020203023,FICs,1019,90535447.24,1468,PR,2023,11
2024,4,12,10041560001,Renta Variable,1004,1122500,1466,PN,2024,4
2023,12,8,1.00902E+11,FICs,1019,1022942244,1467,PF,2023,12
2024,2,13,10038643094,FICs,10007,285923.76,1466,PN,2024,2
2024,2,23,10032184607,Renta Variable,1002,10410000,1468,PN,2024,2
2023,11,28,1.008E+11,FICs,1019,407274663.9,1467,PY,2023,11
2024,3,21,10038643094,Renta Variable,1005,90535,1466,PN,2024,3
2024,1,31,10032184607,Renta Variable,1011,8115880,1468,PN,2024,1
2023,11,27,10079142847,Renta Variable,1017,1891000,1468,PF,2023,11
2024,2,29,10039616197,Renta Variable,1012,14551680,1466,PN,2024,2
2024,3,8,1.009E+11,FICs,1019,22079607.47,1467,PF,2024,3
2024,2,5,10079142847,Renta Variable,1014,3631700,1468,PF,2024,2
2024,1,25,1.009E+11,FICs,1019,21801599.75,1467,PF,2024,1
2024,1,15,1.009E+11,FICs,1019,21759785.61,1467,PF,2024,1
2024,2,20,10020203023,FICs,1019,133355490.9,1468,PR,2024,2
2024,1,31,10032184607,Renta Variable,1015,5770000,1468,PN,2024,1
2024,3,8,10039616197,Renta Variable,1005,90535,1466,PN,2024,3
2024,1,23,1.00109E+12,FICs,10007,1720.12,1468,PN,2024,1
2023,12,11,10039616197,Renta Variable,1005,74810.5,1466,PN,2023,12
2024,2,8,1.00109E+12,FICs,10007,1726.86,1468,PN,2024,2
2024,4,17,1.00114E+12,Renta Variable,1004,2240000,1466,PN,2024,4
2024,4,5,10038643094,FICs,10007,290171.88,1466,PN,2024,4
2024,3,5,10039616197,Renta Variable,1004,2240000,1466,PN,2024,3
2023,12,15,1.00114E+12,FICs,10007,10086.28,1468,PN,2023,12
2023,11,28,10039553126,FICs,1018,617880,1466,PN,2023,11
2024,1,30,10042890695,FICs,10007,33942167.99,None,PN,2024,1
2023,11,30,10036346714,Renta Variable,1004,1267500,1466,PN,2023,11
2024,4,22,1.009E+11,FICs,10007,687385439,1467,PF,2024,4
2024,2,6,1.0083E+11,Renta Variable,1005,168328,1466,PY,2024,2
2023,12,5,10020203023,FICs,1008,100230840.7,1468,PR,2023,12
2024,5,3,10032184607,Renta Variable,1014,7180800,1468,PN,2024,5
2024,3,11,1.00902E+11,FICs,1019,1054723176,1467,PF,2024,3
2024,1,3,10079142847,Renta Variable,1017,2111100,1468,PF,2024,1
2024,1,30,10039616197,Renta Variable,1012,14500800,1466,PN,2024,1
2024,1,30,1.009E+11,FICs,1019,21829292.1,1467,PF,2024,1
2024,2,21,1.009E+11,FICs,1019,21977920.21,1467,PF,2024,2
2024,2,5,10039616197,Renta Variable,1012,14382080,1466,PN,2024,2
2024,2,21,10020203023,FICs,1008,155413251.9,1468,PR,2024,2
2023,12,14,10032184607,Renta Variable,1002,8190000,1468,PN,2023,12
2023,12,4,1.00103E+12,Renta Variable,1004,1272500,1468,PN,2023,12
2024,3,15,10079142847,Renta Variable,1017,2836500,1468,PF,2024,3
2024,2,15,1.0089E+11,FICs,1019,146136222.9,1468,PR,2024,2
2023,12,18,10032184607,Renta Variable,1011,8209040,1468,PN,2023,12
2024,4,8,1.00114E+12,FICs,10007,10472.84,1468,PN,2024,4
2024,2,23,1.009E+11,FICs,10007,1533000550,1467,PF,2024,2
2023,11,30,10020203023,FICs,None,485482829.8,1468,PR,2023,11
2024,1,8,1.00101E+12,FICs,10007,30294936,1468,PN,2024,1
2024,3,20,10036346714,Renta Variable,1004,1060000,1466,PN,2024,3
2024,2,8,10079414250,Renta Variable,1004,1182500,1466,PN,2024,2
2023,12,15,1.009E+11,FICs,10007,394699338.7,1467,PF,2023,12
2024,2,5,1.0089E+11,FICs,1019,145665655.8,1468,PR,2024,2
2023,12,18,10039616197,Renta Variable,1012,12855680,1466,PN,2023,12
2024,3,21,1.009E+11,FICs,10007,369755860.9,1467,PF,2024,3
2024,3,21,1.008E+11,FICs,1019,318278987.8,1467,PY,2024,3
2024,4,25,10039616197,Renta Variable,1004,2300000,1466,PN,2024,4
2024,1,9,10032184607,Renta Variable,1011,8357000,1468,PN,2024,1
2024,1,4,10021382511,Renta Variable,1004,2420000,1466,PN,2024,1
2024,2,16,1.00114E+12,Renta Variable,1004,2275000,1466,PN,2024,2
2024,4,2,10021382511,Renta Variable,1004,2190000,1466,PN,2024,4
2024,4,25,1.00114E+12,FICs,10007,10498.77,1468,PN,2024,4
2024,2,15,10014876058,Renta Variable,1012,7685800,1466,PN,2024,2
2023,11,28,1.009E+11,FICs,1019,21372305.48,1467,PF,2023,11
2024,2,28,10039538018,FICs,10007,334468.35,1468,PN,2024,2
2023,11,29,10079414250,Renta Variable,1004,1270000,1466,PN,2023,11
2024,1,31,10020203023,FICs,1008,154352952,1468,PR,2024,1
2024,5,2,10039616197,Renta Variable,1012,15348800,1466,PN,2024,5
2024,2,16,10032184607,Renta Variable,1022,4560276.12,1468,PN,2024,2
2023,12,8,1.00103E+12,Renta Variable,1004,1232500,1468,PN,2023,12
2024,4,22,10020203023,FICs,1020,65730310.19,1468,PR,2024,4
2024,2,23,10036346714,Renta Variable,1004,1170000,1466,PN,2024,2
2024,2,5,10039616197,Renta Variable,1012,14382080,1466,PN,2024,2
2023,12,20,10032184607,Renta Variable,1014,6349200,1468,PN,2023,12
2024,4,26,10079142847,Renta Variable,1004,3425230,1468,PF,2024,4
2024,2,13,10039616197,Renta Variable,1012,13754560,1466,PN,2024,2
2024,2,5,10021382511,Renta Variable,1004,2320000,1466,PN,2024,2
2024,5,15,10079142847,Renta Variable,1014,3861700,1468,PF,2024,5
2023,12,13,1.00114E+12,FICs,10007,10068.61,1468,PN,2023,12
2023,11,28,1.009E+11,FICs,10007,691925978.5,1467,PF,2023,11
2023,11,28,10079414250,Renta Variable,1004,1260000,1466,PN,2023,11
2024,3,27,1004870235,Renta Variable,1004,6603450,1469,PN,2024,3
2024,3,27,10079414250,Renta Variable,1004,997500,1466,PN,2024,3
2023,12,21,1.00109E+12,FICs,10007,1699.03,1468,PN,2023,12
2024,2,9,10032184607,Renta Variable,1002,9750000,1468,PN,2024,2
2023,11,29,10039538018,FICs,10007,323454.9,1468,PN,2023,11
2024,3,7,1.009E+11,FICs,10007,618094349,1467,PF,2024,3
2024,4,17,10039538018,FICs,10007,338103.36,1468,PN,2024,4
2024,4,16,10038643094,Renta Variable,1005,95300,1466,PN,2024,4
2024,4,12,10079142847,Renta Variable,1004,3336070,1468,PF,2024,4
2024,3,28,10038643094,FICs,1018,86700080.45,1466,PN,2024,3
2024,4,12,10032184607,Renta Variable,None,4445550,1468,PN,2024,4
2024,4,16,10032184607,Renta Variable,1016,6344100,1468,PN,2024,4
2023,11,23,1.00901E+11,FICs,1019,28304543,1467,EG,2023,11
2024,4,18,10071747544,FICs,10007,371976.31,1469,PN,2024,4
2024,2,12,10079142847,Renta Variable,1017,2514100,1468,PF,2024,2
2024,2,13,1.00103E+12,Renta Variable,1004,1155000,1468,PN,2024,2
2023,11,23,1.00105E+12,Renta Variable,1004,2515000,1466,PN,2023,11
2023,12,18,1.0089E+11,FICs,1008,21575213.84,1468,PR,2023,12
2024,3,5,1.00105E+12,Renta Variable,1004,2240000,1466,PN,2024,3
2024,3,20,1.008E+11,FICs,1019,318172690.5,1467,PY,2024,3
2024,4,26,10079414250,Renta Variable,1004,1152500,1466,PN,2024,4
2023,12,7,10032184607,Renta Variable,1016,4189500,1468,PN,2023,12
2023,11,27,10039616197,Renta Variable,1012,12923520,1466,PN,2023,11
2023,12,13,10039616197,Renta Variable,1004,2460000,1466,PN,2023,12
2024,2,8,1.00114E+12,FICs,10007,10294.16,1468,PN,2024,2
2024,3,19,10038643094,FICs,10007,289034.77,1466,PN,2024,3
2023,12,15,10032184607,Renta Variable,1015,4320000,1468,PN,2023,12
2024,4,2,10020203023,FICs,1020,65336366.7,1468,PR,2024,4
2024,4,8,1.00901E+11,FICs,1019,1068269973,1467,EG,2024,4
2024,4,15,10032184607,Renta Variable,1014,7339200,1468,PN,2024,4
2024,2,1,10079142847,Renta Variable,1017,2542000,1468,PF,2024,2
2024,3,20,10038643094,Renta Variable,1005,90535,1466,PN,2024,3
2024,1,16,1.008E+11,FICs,1019,423948043.7,1467,PY,2024,1
2023,12,15,10079142847,Renta Variable,1017,1925100,1468,PF,2023,12
2024,1,16,10020203023,Renta Fija,1001,667972000,1468,PR,2024,1
2024,1,25,10032184607,FICs,1019,76612.65,1468,PN,2024,1
2024,4,11,10032184607,Renta Variable,1002,12750000,1468,PN,2024,4
2024,1,2,10020203023,FICs,1020,63329427.7,1468,PR,2024,1
2024,3,7,10032184607,Renta Variable,None,4495500,1468,PN,2024,3
2023,12,18,10020203023,FICs,1010,152564096.2,1468,PR,2023,12
2023,12,15,1.00105E+12,Renta Variable,1004,2555000,1466,PN,2023,12
2024,4,29,10032184607,Renta Variable,1002,12570000,1468,PN,2024,4
2024,4,23,10038643094,FICs,10007,290727.11,1466,PN,2024,4
2024,3,5,10039616197,Renta Variable,1005,90535,1466,PN,2024,3
2024,4,19,10020203023,FICs,1019,148359852.8,1468,PR,2024,4
2024,1,30,10066848163,FICs,10007,1703196.93,1466,PN,2024,1
2024,2,12,10079414250,Renta Variable,1004,1157500,1466,PN,2024,2
2024,3,27,10032184607,Renta Variable,1017,7520000,1468,PN,2024,3
2024,3,28,10032184607,Renta Variable,1017,7416000,1468,PN,2024,3
2024,2,13,10020203023,FICs,1010,151459518.1,1468,PR,2024,2
2024,3,12,10020203023,Renta Fija,1000,366858400,1468,PR,2024,3
2024,5,14,10020203023,FICs,1020,66172511.22,1468,PR,2024,5
2024,4,9,10039616197,Renta Variable,1005,90535,1466,PN,2024,4
2024,3,13,10041560001,Renta Variable,1004,1037500,1466,PN,2024,3
2024,5,15,10020203023,FICs,1008,157349049.9,1468,PR,2024,5
2024,3,14,10020203023,FICs,10007,146593146.2,1468,PR,2024,3
2024,4,22,10079142847,Renta Variable,1017,3143400,1468,PF,2024,4
2024,1,29,10020203023,FICs,10007,11890209.26,1468,PR,2024,1
2024,3,22,10032184607,Renta Variable,1002,11640000,1468,PN,2024,3
2024,3,12,10039616197,Renta Variable,1005,90535,1466,PN,2024,3
2024,1,26,1.00114E+12,FICs,10007,10259.3,1468,PN,2024,1
2024,4,17,1.0089E+11,FICs,1008,22307035.3,1468,PR,2024,4
2024,4,8,10032184607,Renta Variable,1017,8192000,1468,PN,2024,4
2024,1,9,10032184607,Renta Variable,1016,4979520,1468,PN,2024,1
2023,12,18,1.00105E+12,Renta Variable,1004,2365000,1466,PN,2023,12
2024,3,12,1.009E+11,FICs,10007,368824619,1467,PF,2024,3
2023,12,15,10098522488,Renta Variable,1004,3832500,1466,PN,2023,12
2024,3,11,10032184607,Renta Variable,1015,6700000,1468,PN,2024,3
2024,1,19,10032184607,FICs,1019,76553.34,1468,PN,2024,1
2024,3,5,10079142847,Renta Variable,1014,3709900,1468,PF,2024,3
2024,5,3,10020203023,FICs,1019,121954138.3,1468,PR,2024,5
2024,2,21,10020203023,FICs,1019,133411856.4,1468,PR,2024,2
2024,1,4,10032184607,Renta Variable,1015,4500000,1468,PN,2024,1
2024,4,8,1.00902E+11,FICs,1019,1062178995,1467,PF,2024,4
2023,12,20,10032184607,Renta Variable,None,4001550,1468,PN,2023,12
2024,2,23,1.008E+11,FICs,1019,230953166.5,1467,PY,2024,2
2024,1,16,10038643094,FICs,10007,283909.25,1466,PN,2024,1
2024,3,6,10036346714,Renta Variable,1004,1060000,1466,PN,2024,3
2024,2,8,10020203023,Renta Fija,1000,365786900,1468,PR,2024,2
2024,4,1,1.0089E+11,FICs,1008,22430224.74,1468,PR,2024,4
2023,12,20,10038643094,Renta Variable,1005,74810.5,1466,PN,2023,12
2023,12,4,10020203023,FICs,1010,151923058.3,1468,PR,2023,12
2024,1,3,1.009E+11,FICs,10007,950039079.1,1467,PF,2024,1
2024,5,2,1.009E+11,FICs,1019,22373217.36,1467,PF,2024,5
