ingestion_year,ingestion_month,ingestion_day,id_sistema_cliente,simbol,cusip,isin,nombre_activo,cantidad,valor_mercado,fecha_vencimiento,tasa_cupon
2024,3,1,10021382511,nan,L1R49P707,LU1196525536,BGF CONTINENTAL EUROPEAN FLEXIBLE FUND CLASS A2 (HEDGED) (USD)  ,2534.46,56933.29,1/01/1900,0
2024,3,1,10021382511,nan,L1R49P707,LU1196525536,BGF CONTINENTAL EUROPEAN FLEXIBLE FUND CLASS A2 (HEDGED) (USD)  ,2534.46,56290.36,1/01/1900,0
2024,3,1,10021382511,DLPG,MONEYMRKT,Liquidez,BNY MELLON US DOLLAR LIQD SERV,0,2517.82,1/01/1900,0
2024,3,1,10021382511,nan,P139234M9,XS2580672231,BANCOLOMBIA PANAMA SA ISIN#XS2580672231 5.650% 01/24/25 REG DTD 01/24/23 ,50000,49760.9,01/24/2025,5.65
2024,3,1,10021382511,DLPG,MONEYMRKT,Liquidez,BNY MELLON US DOLLAR LIQD SERV,0,22382.16,1/01/1900,0
2024,3,1,10021382511,nan,05972RSS3,US05972RSS30,BANCO LATINOAMERICANO DE COMERCIO EXTERIOR SA CTF DEP 5.600% 01/29/24 B/E DTD 02/03/23,50000,49933.14,01/29/2024,5.6
2024,3,1,10021382511,nan,L5785X484,LU1041599405,JPMORGAN INCOME FUND CLASS A (ACC)(USD)   ,797.037,99111.55,1/01/1900,0
2024,3,1,10021382511,DLPG,MONEYMRKT,Liquidez,BNY MELLON US DOLLAR LIQD SERV,0,22157.53,1/01/1900,0
2024,3,1,10021382511,nan,L1050M337,LU1298143493,BLACKROCK MANAGED INDEX PORTFOLIOS - MODERATE HEDGED FD CL A2 (USD)(HDG)  ,473.25,69444.71,1/01/1900,0
2024,3,1,10021382511,nan,ZL5218579,XS2484885491,BNP PARIBAS LNKD TO NDX SPX INDU ISIN#XS2484885491 0.000% 09/16/24 REG DTD 03/16/23 ,50000,51230,09/16/2024,0
2024,3,1,10021382511,nan,L5447Q166,LU0426412945,NINETY ONE GSF GLOBAL FRANCHISE FUND CLASS A (ACC)(USD)  ,606.922,46338.49,1/01/1900,0
2024,3,1,10021382511,nan,L1050M345,LU1298145357,BLACKROCK MANAGED INDEX PORTFOLIO GROWTH FUND CLASS A2 (HDG) (USD)  ,395.2,69776.51,1/01/1900,0
2024,3,1,10021382511,nan,ZL5218579,XS2484885491,BNP PARIBAS LNKD TO NDX SPX INDU ISIN#XS2484885491 0.000% 09/16/24 REG DTD 03/16/23 ,50000,54555,09/16/2024,0
2024,3,1,10021382511,nan,P139234M9,XS2580672231,BANCOLOMBIA PANAMA SA ISIN#XS2580672231 5.650% 01/24/25 REG DTD 01/24/23 ,50000,47727.98,01/24/2025,5.65
2024,3,1,10021382511,nan,L5447Q166,LU0426412945,NINETY ONE GSF GLOBAL FRANCHISE FUND CLASS A (ACC)(USD)  ,606.922,46817.96,1/01/1900,0
2024,3,1,10021382511,ECOH5689502,279158AS8,US279158AS81,ECOPETROL S A NT ISIN#US279158AS81 8.875% 01/13/33 REG DTD 01/13/23 CLB  ,50000,52303,01/13/2033,8.875
2024,3,1,10021382511,nan,ZL5218579,XS2484885491,BNP PARIBAS LNKD TO NDX SPX INDU ISIN#XS2484885491 0.000% 09/16/24 REG DTD 03/16/23 ,50000,52030,09/16/2024,0
2024,3,1,10021382511,nan,L1R49P707,LU1196525536,BGF CONTINENTAL EUROPEAN FLEXIBLE FUND CLASS A2 (HEDGED) (USD)  ,2534.46,57087.76,1/01/1900,0
2024,3,1,10021382511,DLPG,MONEYMRKT,Liquidez,BNY MELLON US DOLLAR LIQD SERV,0,22396.49,1/01/1900,0
2024,3,1,10021382511,nan,L1050M337,LU1298143493,BLACKROCK MANAGED INDEX PORTFOLIOS - MODERATE HEDGED FD CL A2 (USD)(HDG)  ,473.25,73481.53,1/01/1900,0
2024,3,1,10021382511,nan,05972RSS3,US05972RSS30,BANCO LATINOAMERICANO DE COMERCIO EXTERIOR SA CTF DEP 5.600% 01/29/24 B/E DTD 02/03/23,50000,49192.9,01/29/2024,5.6
2024,3,1,10021382511,nan,05972RSS3,US05972RSS30,BANCO LATINOAMERICANO DE COMERCIO EXTERIOR SA CTF DEP 5.600% 01/29/24 B/E DTD 02/03/23,50000,49933.14,01/29/2024,5.6
2024,3,1,10021382511,nan,L5785X484,LU1041599405,JPMORGAN INCOME FUND CLASS A (ACC)(USD)   ,797.037,99143.43,1/01/1900,0
2024,3,1,10021382511,ECOH5689502,279158AS8,US279158AS81,ECOPETROL S A NT ISIN#US279158AS81 8.875% 01/13/33 REG DTD 01/13/23 CLB  ,50000,50458,01/13/2033,8.875
2024,3,1,10021382511,nan,L1050M337,LU1298143493,BLACKROCK MANAGED INDEX PORTFOLIOS - MODERATE HEDGED FD CL A2 (USD)(HDG)  ,473.25,69118.16,1/01/1900,0
2024,3,1,10021382511,nan,L5785X484,LU1041599405,JPMORGAN INCOME FUND CLASS A (ACC)(USD)   ,797.037,98218.87,1/01/1900,0
2024,3,1,10021382511,nan,L1050M345,LU1298145357,BLACKROCK MANAGED INDEX PORTFOLIO GROWTH FUND CLASS A2 (HDG) (USD)  ,395.2,69003.28,1/01/1900,0
2024,3,1,10021382511,nan,L1050M337,LU1298143493,BLACKROCK MANAGED INDEX PORTFOLIOS - MODERATE HEDGED FD CL A2 (USD)(HDG)  ,473.25,69539.36,1/01/1900,0
2024,3,1,10021382511,nan,L5447Q166,LU0426412945,NINETY ONE GSF GLOBAL FRANCHISE FUND CLASS A (ACC)(USD)  ,606.922,50125.69,1/01/1900,0
2024,3,1,10021382511,nan,L1050M345,LU1298145357,BLACKROCK MANAGED INDEX PORTFOLIO GROWTH FUND CLASS A2 (HDG) (USD)  ,395.2,69792.32,1/01/1900,0
2024,3,1,10021382511,nan,L54482838,LU0972617095,NINETY ONE GSF GLOBAL MULTI-ASSET INCOME FUND CLASS A (ACC)(USD)  ,761.904,19931.41,1/01/1900,0
2024,3,1,10021382511,USD,USD999997,Liquidez,CASH,0,52800,1/01/1900,0
2024,3,1,10021382511,nan,L5447Q166,LU0426412945,NINETY ONE GSF GLOBAL FRANCHISE FUND CLASS A (ACC)(USD)  ,606.922,45767.99,1/01/1900,0
2024,3,1,10021382511,nan,P139234M9,XS2580672231,BANCOLOMBIA PANAMA SA ISIN#XS2580672231 5.650% 01/24/25 REG DTD 01/24/23 ,50000,47727.98,01/24/2025,5.65
2024,3,1,10021382511,nan,P139234M9,XS2580672231,BANCOLOMBIA PANAMA SA ISIN#XS2580672231 5.650% 01/24/25 REG DTD 01/24/23 ,50000,51137.66,01/24/2025,5.65
2024,3,1,10021382511,nan,L1R49P707,LU1196525536,BGF CONTINENTAL EUROPEAN FLEXIBLE FUND CLASS A2 (HEDGED) (USD)  ,2534.46,55037.27,1/01/1900,0
2024,3,1,10021382511,nan,L54482838,LU0972617095,NINETY ONE GSF GLOBAL MULTI-ASSET INCOME FUND CLASS A (ACC)(USD)  ,761.904,20449.5,1/01/1900,0
2024,3,1,10021382511,ECOH5689502,279158AS8,US279158AS81,ECOPETROL S A NT ISIN#US279158AS81 8.875% 01/13/33 REG DTD 01/13/23 CLB  ,50000,50795,01/13/2033,8.875
2024,3,1,10021382511,nan,L5785X484,LU1041599405,JPMORGAN INCOME FUND CLASS A (ACC)(USD)   ,797.037,99302.84,1/01/1900,0
2024,3,1,10021382511,ECOH5525375,279158AS8,US279158AS81,ECOPETROL S A NT ISIN#US279158AS81 8.875% 01/13/33 REG DTD 01/13/23 CLB  ,50000,49892.5,01/13/2033,8.875
2024,3,1,10021382511,nan,05972RSS3,US05972RSS30,BANCO LATINOAMERICANO DE COMERCIO EXTERIOR SA CTF DEP 5.600% 01/29/24 B/E DTD 02/03/23,50000,49933.14,01/29/2024,5.6
2024,3,1,10021382511,nan,PER061EL5,XS2729353438,BANISTMO S A MEDIUM TERM NOTE ISIN#XS2729353438 6.250% 06/04/25 REG DTD 04/12/23 ,22000,22102.81,6/04/2025,6.25
2024,3,1,10021382511,nan,L54482838,LU0972617095,NINETY ONE GSF GLOBAL MULTI-ASSET INCOME FUND CLASS A (ACC)(USD)  ,761.904,19779.03,1/01/1900,0
2024,3,1,10021382511,nan,05972RSS3,US05972RSS30,BANCO LATINOAMERICANO DE COMERCIO EXTERIOR SA CTF DEP 5.600% 01/29/24 B/E DTD 02/03/23,50000,49943.6,01/29/2024,5.6
2024,3,1,10021382511,nan,ZL5218579,XS2484885491,BNP PARIBAS LNKD TO NDX SPX INDU ISIN#XS2484885491 0.000% 09/16/24 REG DTD 03/16/23 ,50000,52225,09/16/2024,0
2024,3,1,10021382511,nan,L1050M345,LU1298145357,BLACKROCK MANAGED INDEX PORTFOLIO GROWTH FUND CLASS A2 (HDG) (USD)  ,395.2,69966.21,1/01/1900,0
2024,3,1,10021382511,nan,L1R49P707,LU1196525536,BGF CONTINENTAL EUROPEAN FLEXIBLE FUND CLASS A2 (HEDGED) (USD)  ,2534.46,57216.49,1/01/1900,0
2024,3,1,10021382511,nan,L1050M337,LU1298143493,BLACKROCK MANAGED INDEX PORTFOLIOS - MODERATE HEDGED FD CL A2 (USD)(HDG)  ,473.25,69951.08,1/01/1900,0
2024,3,1,10021382511,DLPG,MONEYMRKT,Liquidez,BNY MELLON US DOLLAR LIQD SERV,0,2516.21,1/01/1900,0
2024,3,1,10021382511,nan,L54482838,LU0972617095,NINETY ONE GSF GLOBAL MULTI-ASSET INCOME FUND CLASS A (ACC)(USD)  ,761.904,19931.41,1/01/1900,0
2024,3,1,10021382511,nan,L5447Q166,LU0426412945,NINETY ONE GSF GLOBAL FRANCHISE FUND CLASS A (ACC)(USD)  ,606.922,49415.59,1/01/1900,0
2024,3,1,10021382511,DLPG,MONEYMRKT,Liquidez,BNY MELLON US DOLLAR LIQD SERV,0,22202.7,1/01/1900,0
2024,3,1,10021382511,DLPG,MONEYMRKT,Liquidez,BNY MELLON US DOLLAR LIQD SERV,0,22405.1,1/01/1900,0
2024,3,1,10021382511,nan,P139234M9,XS2580672231,BANCOLOMBIA PANAMA SA ISIN#XS2580672231 5.650% 01/24/25 REG DTD 01/24/23 ,50000,47727.98,01/24/2025,5.65
2024,3,1,10021382511,nan,ZL5218579,XS2484885491,BNP PARIBAS LNKD TO NDX SPX INDU ISIN#XS2484885491 0.000% 09/16/24 REG DTD 03/16/23 ,50000,51090,09/16/2024,0
2024,3,1,10021382511,nan,L1050M345,LU1298145357,BLACKROCK MANAGED INDEX PORTFOLIO GROWTH FUND CLASS A2 (HDG) (USD)  ,395.2,70317.94,1/01/1900,0
2024,3,1,10021382511,nan,L1R49P707,LU1196525536,BGF CONTINENTAL EUROPEAN FLEXIBLE FUND CLASS A2 (HEDGED) (USD)  ,2534.46,56860.96,1/01/1900,0
2024,3,1,10021382511,nan,05972RSS3,US05972RSS30,BANCO LATINOAMERICANO DE COMERCIO EXTERIOR SA CTF DEP 5.600% 01/29/24 B/E DTD 02/03/23,50000,50007.87,01/29/2024,5.6
2024,3,1,10021382511,ECOH5525375,279158AS8,US279158AS81,ECOPETROL S A NT ISIN#US279158AS81 8.875% 01/13/33 REG DTD 01/13/23 CLB  ,50000,50697.5,01/13/2033,8.875
2024,3,1,10021382511,nan,ZL5218579,XS2484885491,BNP PARIBAS LNKD TO NDX SPX INDU ISIN#XS2484885491 0.000% 09/16/24 REG DTD 03/16/23 ,50000,54480,09/16/2024,0
2024,3,1,10021382511,nan,L5447Q166,LU0426412945,NINETY ONE GSF GLOBAL FRANCHISE FUND CLASS A (ACC)(USD)  ,606.922,46896.86,1/01/1900,0
2024,3,1,10021382511,nan,L5785X484,LU1041599405,JPMORGAN INCOME FUND CLASS A (ACC)(USD)   ,797.037,98888.38,1/01/1900,0
2024,3,1,10021382511,nan,L1050M345,LU1298145357,BLACKROCK MANAGED INDEX PORTFOLIO GROWTH FUND CLASS A2 (HDG) (USD)  ,395.2,68828.03,1/01/1900,0
2024,3,1,10021382511,nan,PER061EL5,XS2729353438,BANISTMO S A MEDIUM TERM NOTE ISIN#XS2729353438 6.250% 06/04/25 REG DTD 04/12/23 ,22000,22169.94,6/04/2025,6.25
2024,3,1,10021382511,nan,L5447Q166,LU0426412945,NINETY ONE GSF GLOBAL FRANCHISE FUND CLASS A (ACC)(USD)  ,606.922,45324.93,1/01/1900,0
2024,3,1,10021382511,nan,05972RSS3,US05972RSS30,BANCO LATINOAMERICANO DE COMERCIO EXTERIOR SA CTF DEP 5.600% 01/29/24 B/E DTD 02/03/23,50000,49192.9,01/29/2024,5.6
2024,3,1,10021382511,nan,P139234M9,XS2580672231,BANCOLOMBIA PANAMA SA ISIN#XS2580672231 5.650% 01/24/25 REG DTD 01/24/23 ,50000,49694.5,01/24/2025,5.65
2024,3,1,10021382511,nan,05972RSS3,US05972RSS30,BANCO LATINOAMERICANO DE COMERCIO EXTERIOR SA CTF DEP 5.600% 01/29/24 B/E DTD 02/03/23,50000,49932.13,01/29/2024,5.6
2024,3,1,10021382511,nan,L5785X484,LU1041599405,JPMORGAN INCOME FUND CLASS A (ACC)(USD)   ,797.037,97916,1/01/1900,0
2024,3,1,10021382511,nan,L54482838,LU0972617095,NINETY ONE GSF GLOBAL MULTI-ASSET INCOME FUND CLASS A (ACC)(USD)  ,761.904,20342.84,1/01/1900,0
2024,3,1,10021382511,nan,L1050M337,LU1298143493,BLACKROCK MANAGED INDEX PORTFOLIOS - MODERATE HEDGED FD CL A2 (USD)(HDG)  ,473.25,68559.73,1/01/1900,0
2024,3,1,10021382511,nan,L5785X484,LU1041599405,JPMORGAN INCOME FUND CLASS A (ACC)(USD)   ,797.037,102522.87,1/01/1900,0
2024,3,1,10021382511,nan,05972RSS3,US05972RSS30,BANCO LATINOAMERICANO DE COMERCIO EXTERIOR SA CTF DEP 5.600% 01/29/24 B/E DTD 02/03/23,50000,49943.6,01/29/2024,5.6
2024,3,1,10021382511,nan,L1R49P707,LU1196525536,BGF CONTINENTAL EUROPEAN FLEXIBLE FUND CLASS A2 (HEDGED) (USD)  ,2534.46,55099.16,1/01/1900,0
2024,3,1,10021382511,nan,ZL5218579,XS2484885491,BNP PARIBAS LNKD TO NDX SPX INDU ISIN#XS2484885491 0.000% 09/16/24 REG DTD 03/16/23 ,50000,50980,09/16/2024,0
2024,3,1,10021382511,nan,L54482838,LU0972617095,NINETY ONE GSF GLOBAL MULTI-ASSET INCOME FUND CLASS A (ACC)(USD)  ,761.904,19664.74,1/01/1900,0
2024,3,1,10021382511,nan,P139234M9,XS2580672231,BANCOLOMBIA PANAMA SA ISIN#XS2580672231 5.650% 01/24/25 REG DTD 01/24/23 ,50000,51137.66,01/24/2025,5.65
2024,3,1,10021382511,ECOH5525375,279158AS8,US279158AS81,ECOPETROL S A NT ISIN#US279158AS81 8.875% 01/13/33 REG DTD 01/13/23 CLB  ,50000,48266,01/13/2033,8.875
2024,3,1,10021382511,DLPG,MONEYMRKT,Liquidez,BNY MELLON US DOLLAR LIQD SERV,0,22282.24,1/01/1900,0
2024,3,1,10021382511,nan,P139234M9,XS2580672231,BANCOLOMBIA PANAMA SA ISIN#XS2580672231 5.650% 01/24/25 REG DTD 01/24/23 ,50000,51501.51,01/24/2025,5.65
2024,3,1,10021382511,nan,ZL5218579,XS2484885491,BNP PARIBAS LNKD TO NDX SPX INDU ISIN#XS2484885491 0.000% 09/16/24 REG DTD 03/16/23 ,50000,50680,09/16/2024,0
2024,3,1,10021382511,nan,L1R49P707,LU1196525536,BGF CONTINENTAL EUROPEAN FLEXIBLE FUND CLASS A2 (HEDGED) (USD)  ,2534.46,59704.48,1/01/1900,0
2024,3,1,10021382511,nan,05972RSS3,US05972RSS30,BANCO LATINOAMERICANO DE COMERCIO EXTERIOR SA CTF DEP 5.600% 01/29/24 B/E DTD 02/03/23,50000,49932.13,01/29/2024,5.6
2024,3,1,10021382511,ECOH5689502,279158AS8,US279158AS81,ECOPETROL S A NT ISIN#US279158AS81 8.875% 01/13/33 REG DTD 01/13/23 CLB  ,50000,52310,01/13/2033,8.875
2024,3,1,10021382511,nan,ZL5218579,XS2484885491,BNP PARIBAS LNKD TO NDX SPX INDU ISIN#XS2484885491 0.000% 09/16/24 REG DTD 03/16/23 ,50000,50595,09/16/2024,0
2024,3,1,10021382511,nan,L1050M345,LU1298145357,BLACKROCK MANAGED INDEX PORTFOLIO GROWTH FUND CLASS A2 (HDG) (USD)  ,395.2,74763.94,1/01/1900,0
2024,3,1,10021382511,nan,L54482838,LU0972617095,NINETY ONE GSF GLOBAL MULTI-ASSET INCOME FUND CLASS A (ACC)(USD)  ,761.904,19740.93,1/01/1900,0
2024,3,1,10021382511,nan,L1R49P707,LU1196525536,BGF CONTINENTAL EUROPEAN FLEXIBLE FUND CLASS A2 (HEDGED) (USD)  ,2534.46,54718.99,1/01/1900,0
2024,3,1,10021382511,DLPG,MONEYMRKT,Liquidez,BNY MELLON US DOLLAR LIQD SERV,0,22296.5,1/01/1900,0
2024,3,1,10021382511,nan,P139234M9,XS2580672231,BANCOLOMBIA PANAMA SA ISIN#XS2580672231 5.650% 01/24/25 REG DTD 01/24/23 ,50000,47614.49,01/24/2025,5.65
2024,3,1,10021382511,nan,L1R49P707,LU1196525536,BGF CONTINENTAL EUROPEAN FLEXIBLE FUND CLASS A2 (HEDGED) (USD)  ,2534.46,56390.04,1/01/1900,0
2024,3,1,10021382511,nan,L1050M337,LU1298143493,BLACKROCK MANAGED INDEX PORTFOLIOS - MODERATE HEDGED FD CL A2 (USD)(HDG)  ,473.25,73192.85,1/01/1900,0
2024,3,1,10021382511,nan,L1050M345,LU1298145357,BLACKROCK MANAGED INDEX PORTFOLIO GROWTH FUND CLASS A2 (HDG) (USD)  ,395.2,68559.3,1/01/1900,0
2024,3,1,10021382511,nan,L54482838,LU0972617095,NINETY ONE GSF GLOBAL MULTI-ASSET INCOME FUND CLASS A (ACC)(USD)  ,761.904,19588.55,1/01/1900,0
2024,3,1,10021382511,nan,L5785X484,LU1041599405,JPMORGAN INCOME FUND CLASS A (ACC)(USD)   ,797.037,97756.59,1/01/1900,0
2024,3,1,10021382511,ECOH5525375,279158AS8,US279158AS81,ECOPETROL S A NT ISIN#US279158AS81 8.875% 01/13/33 REG DTD 01/13/23 CLB  ,50000,48304,01/13/2033,8.875
2024,3,1,10021382511,nan,L1050M337,LU1298143493,BLACKROCK MANAGED INDEX PORTFOLIOS - MODERATE HEDGED FD CL A2 (USD)(HDG)  ,473.25,68351.5,1/01/1900,0
2024,3,1,10021382511,DLPG,MONEYMRKT,Liquidez,BNY MELLON US DOLLAR LIQD SERV,0,22146.28,1/01/1900,0
2024,3,1,10021382511,nan,L1050M345,LU1298145357,BLACKROCK MANAGED INDEX PORTFOLIO GROWTH FUND CLASS A2 (HDG) (USD)  ,395.2,75438.62,1/01/1900,0
2024,3,1,10021382511,nan,P139234M9,XS2580672231,BANCOLOMBIA PANAMA SA ISIN#XS2580672231 5.650% 01/24/25 REG DTD 01/24/23 ,50000,51501.51,01/24/2025,5.65
2024,3,1,10021382511,ECOH5525375,279158AS8,US279158AS81,ECOPETROL S A NT ISIN#US279158AS81 8.875% 01/13/33 REG DTD 01/13/23 CLB  ,50000,49917,01/13/2033,8.875
2024,3,1,10021382511,ECOH5689502,279158AS8,US279158AS81,ECOPETROL S A NT ISIN#US279158AS81 8.875% 01/13/33 REG DTD 01/13/23 CLB  ,50000,52125,01/13/2033,8.875
2024,3,1,10021382511,DLPG,MONEYMRKT,Liquidez,BNY MELLON US DOLLAR LIQD SERV,0,55367.35,1/01/1900,0
2024,3,1,10021382511,nan,L1050M337,LU1298143493,BLACKROCK MANAGED INDEX PORTFOLIOS - MODERATE HEDGED FD CL A2 (USD)(HDG)  ,473.25,69406.85,1/01/1900,0
2024,3,1,10021382511,nan,L1050M337,LU1298143493,BLACKROCK MANAGED INDEX PORTFOLIOS - MODERATE HEDGED FD CL A2 (USD)(HDG)  ,473.25,73737.08,1/01/1900,0
2024,3,1,10021382511,nan,L5447Q166,LU0426412945,NINETY ONE GSF GLOBAL FRANCHISE FUND CLASS A (ACC)(USD)  ,606.922,45962.2,1/01/1900,0
2024,3,1,10021382511,nan,L5447Q166,LU0426412945,NINETY ONE GSF GLOBAL FRANCHISE FUND CLASS A (ACC)(USD)  ,606.922,45331,1/01/1900,0
2024,3,1,10021382511,nan,L1050M337,LU1298143493,BLACKROCK MANAGED INDEX PORTFOLIOS - MODERATE HEDGED FD CL A2 (USD)(HDG)  ,473.25,69174.95,1/01/1900,0
2024,3,1,10021382511,nan,L1R49P707,LU1196525536,BGF CONTINENTAL EUROPEAN FLEXIBLE FUND CLASS A2 (HEDGED) (USD)  ,2534.46,61458.39,1/01/1900,0
2024,3,1,10021382511,nan,L5447Q166,LU0426412945,NINETY ONE GSF GLOBAL FRANCHISE FUND CLASS A (ACC)(USD)  ,606.922,45051.82,1/01/1900,0
2024,3,1,10021382511,nan,L5785X484,LU1041599405,JPMORGAN INCOME FUND CLASS A (ACC)(USD)   ,797.037,98330.45,1/01/1900,0
2024,3,1,10021382511,nan,ZL5218579,XS2484885491,BNP PARIBAS LNKD TO NDX SPX INDU ISIN#XS2484885491 0.000% 09/16/24 REG DTD 03/16/23 ,50000,54770,09/16/2024,0
2024,3,1,10021382511,nan,L54482838,LU0972617095,NINETY ONE GSF GLOBAL MULTI-ASSET INCOME FUND CLASS A (ACC)(USD)  ,761.904,19512.36,1/01/1900,0
2024,3,1,10021382511,nan,L1050M345,LU1298145357,BLACKROCK MANAGED INDEX PORTFOLIO GROWTH FUND CLASS A2 (HDG) (USD)  ,395.2,68861.07,1/01/1900,0
2024,3,1,10021382511,nan,P139234M9,XS2580672231,BANCOLOMBIA PANAMA SA ISIN#XS2580672231 5.650% 01/24/25 REG DTD 01/24/23 ,50000,47661.09,01/24/2025,5.65
2024,3,1,10021382511,nan,L1R49P707,LU1196525536,BGF CONTINENTAL EUROPEAN FLEXIBLE FUND CLASS A2 (HEDGED) (USD)  ,2534.46,53287.05,1/01/1900,0
2024,3,1,10021382511,nan,PER061EL5,XS2729353438,BANISTMO S A MEDIUM TERM NOTE ISIN#XS2729353438 6.250% 06/04/25 REG DTD 04/12/23 ,22000,22102.81,6/04/2025,6.25
2024,3,1,10021382511,ECOH5525375,279158AS8,US279158AS81,ECOPETROL S A NT ISIN#US279158AS81 8.875% 01/13/33 REG DTD 01/13/23 CLB  ,50000,49812,01/13/2033,8.875
2024,3,1,10021382511,DLPG,MONEYMRKT,Liquidez,BNY MELLON US DOLLAR LIQD SERV,0,22262.32,1/01/1900,0
2024,3,1,10021382511,ECOH5525375,279158AS8,US279158AS81,ECOPETROL S A NT ISIN#US279158AS81 8.875% 01/13/33 REG DTD 01/13/23 CLB  ,50000,49909.5,01/13/2033,8.875
2024,3,1,10021382511,nan,L1050M337,LU1298143493,BLACKROCK MANAGED INDEX PORTFOLIOS - MODERATE HEDGED FD CL A2 (USD)(HDG)  ,473.25,67291.42,1/01/1900,0
2024,3,1,10021382511,nan,P139234M9,XS2580672231,BANCOLOMBIA PANAMA SA ISIN#XS2580672231 5.650% 01/24/25 REG DTD 01/24/23 ,50000,49726.4,01/24/2025,5.65
2024,3,1,10021382511,nan,ZL5218579,XS2484885491,BNP PARIBAS LNKD TO NDX SPX INDU ISIN#XS2484885491 0.000% 09/16/24 REG DTD 03/16/23 ,50000,50870,09/16/2024,0
2024,3,1,10021382511,nan,L5447Q166,LU0426412945,NINETY ONE GSF GLOBAL FRANCHISE FUND CLASS A (ACC)(USD)  ,606.922,44007.91,1/01/1900,0
2024,3,1,10021382511,nan,ZL5218579,XS2484885491,BNP PARIBAS LNKD TO NDX SPX INDU ISIN#XS2484885491 0.000% 09/16/24 REG DTD 03/16/23 ,50000,49990,09/16/2024,0
2024,3,1,10021382511,nan,L1050M345,LU1298145357,BLACKROCK MANAGED INDEX PORTFOLIO GROWTH FUND CLASS A2 (HDG) (USD)  ,395.2,67211.66,1/01/1900,0
2024,3,1,10021382511,nan,L5785X484,LU1041599405,JPMORGAN INCOME FUND CLASS A (ACC)(USD)   ,797.037,97294.31,1/01/1900,0
2024,3,1,10021382511,nan,L5447Q166,LU0426412945,NINETY ONE GSF GLOBAL FRANCHISE FUND CLASS A (ACC)(USD)  ,606.922,50052.86,1/01/1900,0
2024,3,1,10021382511,ECOH5525375,279158AS8,US279158AS81,ECOPETROL S A NT ISIN#US279158AS81 8.875% 01/13/33 REG DTD 01/13/23 CLB  ,50000,47748,01/13/2033,8.875
2024,3,1,10021382511,nan,05972RSS3,US05972RSS30,BANCO LATINOAMERICANO DE COMERCIO EXTERIOR SA CTF DEP 5.600% 01/29/24 B/E DTD 02/03/23,50000,49932.13,01/29/2024,5.6
2024,3,1,10021382511,nan,L5785X484,LU1041599405,JPMORGAN INCOME FUND CLASS A (ACC)(USD)   ,797.037,102833.71,1/01/1900,0
2024,3,1,10021382511,nan,L54482838,LU0972617095,NINETY ONE GSF GLOBAL MULTI-ASSET INCOME FUND CLASS A (ACC)(USD)  ,761.904,19489.5,1/01/1900,0
2024,3,1,10021382511,nan,L1050M345,LU1298145357,BLACKROCK MANAGED INDEX PORTFOLIO GROWTH FUND CLASS A2 (HDG) (USD)  ,395.2,67820.27,1/01/1900,0
2024,3,1,10021382511,nan,05972RSS3,US05972RSS30,BANCO LATINOAMERICANO DE COMERCIO EXTERIOR SA CTF DEP 5.600% 01/29/24 B/E DTD 02/03/23,50000,49932.13,01/29/2024,5.6
2024,3,1,10021382511,ECOH5525375,279158AS8,US279158AS81,ECOPETROL S A NT ISIN#US279158AS81 8.875% 01/13/33 REG DTD 01/13/23 CLB  ,50000,47578.5,01/13/2033,8.875
2024,3,1,10021382511,nan,L1050M337,LU1298143493,BLACKROCK MANAGED INDEX PORTFOLIOS - MODERATE HEDGED FD CL A2 (USD)(HDG)  ,473.25,70116.72,1/01/1900,0
2024,3,1,10021382511,nan,L54482838,LU0972617095,NINETY ONE GSF GLOBAL MULTI-ASSET INCOME FUND CLASS A (ACC)(USD)  ,761.904,20335.22,1/01/1900,0
2024,3,1,10021382511,nan,P139234M9,XS2580672231,BANCOLOMBIA PANAMA SA ISIN#XS2580672231 5.650% 01/24/25 REG DTD 01/24/23 ,50000,51501.51,01/24/2025,5.65
2024,3,1,10021382511,nan,ZL5218579,XS2484885491,BNP PARIBAS LNKD TO NDX SPX INDU ISIN#XS2484885491 0.000% 09/16/24 REG DTD 03/16/23 ,50000,50355,09/16/2024,0
2024,3,1,10021382511,nan,L1R49P707,LU1196525536,BGF CONTINENTAL EUROPEAN FLEXIBLE FUND CLASS A2 (HEDGED) (USD)  ,2534.46,54085.38,1/01/1900,0
2024,3,1,10021382511,nan,ZL5218579,XS2484885491,BNP PARIBAS LNKD TO NDX SPX INDU ISIN#XS2484885491 0.000% 09/16/24 REG DTD 03/16/23 ,50000,51340,09/16/2024,0
2024,3,1,10021382511,USD,USD999997,Liquidez,CASH,0,19908.56,1/01/1900,0
2024,3,1,10021382511,DLPG,MONEYMRKT,Liquidez,BNY MELLON US DOLLAR LIQD SERV,0,22276.55,1/01/1900,0
2024,3,1,10021382511,DLPG,MONEYMRKT,Liquidez,BNY MELLON US DOLLAR LIQD SERV,0,22216.87,1/01/1900,0
2024,3,1,10021382511,nan,L5447Q166,LU0426412945,NINETY ONE GSF GLOBAL FRANCHISE FUND CLASS A (ACC)(USD)  ,606.922,44614.84,1/01/1900,0
2024,3,1,10021382511,nan,L1050M337,LU1298143493,BLACKROCK MANAGED INDEX PORTFOLIOS - MODERATE HEDGED FD CL A2 (USD)(HDG)  ,473.25,67797.8,1/01/1900,0
